ID,SMILES,act_mean,Type
CHEMBL1082008,CCCN(CCC)c1nc2c(S(=O)(=O)c3ccc(C)cc3)nnn2c2cc(OC)c(OC)cc12,3.046617,1
CHEMBL1082048,O=C1C=Cc2c3c4c(c(O)ccc4c4ccc(O)c1c24)OC(C(=O)O)C3O,125,0
CHEMBL1082056,O=S(=O)(c1ccccc1)c1ccc(-c2nnc(S)[nH]2)cc1,512,0
CHEMBL1082065,CO[C@H]1C2=C(C(=O)C(=O)C(C(C)C)=C2)[C@@]23CCCC(C)(C)[C@@H]2[C@@H]1OC3=O,40,0
CHEMBL1082099,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)C(=O)/C=C/c4ccc(Cl)cc4)CC3)c(F)c2)C(=O)O1,0.78,1
CHEMBL1082100,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)C(=O)/C=C/c4ccc(F)c(F)c4)CC3)c(F)c2)C(=O)O1,1.82,1
CHEMBL1082227,Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Cl)cc2)c(O)c1O,50,0
CHEMBL1082228,O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1,50,0
CHEMBL1082231,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Br)cc1,16,1
CHEMBL1082232,Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1Cl,8,1
CHEMBL1082246,Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)cc2O)cc1,25,1
CHEMBL1082247,Cc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2)cc1,50,0
CHEMBL1082253,O=C(NCc1ccccc1)Nc1c(-c2ccc(F)cc2)nc2ccccc2c1O,6.25,1
CHEMBL1082254,CCCCCNC(=O)Nc1c(-c2ccc(F)cc2)nc2ccccc2c1O,50,0
CHEMBL1082326,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccccn1,0.416667,1
CHEMBL1082327,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(F)cn1,0.583333,1
CHEMBL1082356,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(N(C)C)cc2)c(-c2ccc(N(C)C)cc2)[nH]1,2,1
CHEMBL1082357,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)[nH]1,2,1
CHEMBL1082478,Brc1ccc2[nH]cc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)c2c1,4,1
CHEMBL1082479,Fc1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccc(F)cc2)cc1,1,1
CHEMBL1082532,Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1,25,1
CHEMBL1082533,Cc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2O)cc1,50,0
CHEMBL1082537,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cc([N+](=O)[O-])ccc1Cl,2,1
CHEMBL1082540,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(Cl)cc1,128,0
CHEMBL1082560,O=C(Nc1cccc(Cl)c1)Nc1c(-c2ccc(F)cc2)nc2ccccc2c1O,6.25,1
CHEMBL1082643,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(F)c[n+]1[O-],0.690972,1
CHEMBL1082644,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ncc(C)s1,0.145833,1
CHEMBL1082689,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)N1CCOCC1,32,1
CHEMBL1082690,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)NC1CC1,32.666667,0
CHEMBL1082775,Fc1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccccc2)cc1,2,1
CHEMBL1082879,CC(=O)N1C(=O)C(O)(Cc2nc3sccn3c2[N+](=O)[O-])c2ccccc21,31.2,1
CHEMBL1082888,Cc1cc2oc(=O)cc(CBr)c2cc1S(=O)(=O)Cl,16,1
CHEMBL108293,CCCO/N=C(/C(=O)N[C@H]1CN2CC(S(C)(=O)=O)=C(C(=O)O)N2C1=O)c1csc(N)n1,8,1
CHEMBL1082993,Cc1[nH]c2ccccc2c1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,6,1
CHEMBL1082994,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)[nH]1,4,1
CHEMBL1083037,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(Cl)cc1,3.666667,1
CHEMBL1083198,O=[N+]([O-])c1c(CBr)nc2sccn12,125,0
CHEMBL1083202,CCCCCNc1nc2c(-c3cccc(F)c3)nc3ccccc3c2o1,12.5,1
CHEMBL1083338,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccccc1Br,12.333333,1
CHEMBL1083339,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1cccc(Br)c1,3.041667,1
CHEMBL1083474,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCC2=C(C1)C(O)CCS2,41.3,0
CHEMBL1083477,CO/N=C1/C2=C(CCN(c3cc4c(cc3N)c(=O)c(C(=O)O)cn4C3CC3)C2)SCC1C,4.46,1
CHEMBL1083478,CO/N=C1\CCSC2=C1CN(c1cc3c(cc1N)c(=O)c(C(=O)O)cn3C1CC1)CC2,5.053333,1
CHEMBL1083514,Fc1ccc(Nc2nc3c(-c4cccc(F)c4)nc4ccccc4c3o2)cc1,6.25,1
CHEMBL1083515,Fc1cccc(-c2nc3ccccc3c3oc(NCCc4ccccc4)nc23)c1,50,0
CHEMBL1083631,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(Br)cc2)c(-c2ccccc2)[nH]1,4,1
CHEMBL1083632,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(-c3ccccc3)cc2)c(-c2ccccc2)[nH]1,3,1
CHEMBL1083640,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(Br)cc1,1.833333,1
CHEMBL1083641,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccccc1Cl,0.916667,1
CHEMBL1083649,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(F)cc1,1.666667,1
CHEMBL1083779,CC1CSC2=C(CN(c3cc4c(cc3N)c(=O)c(C(=O)O)cn4C3CC3)CC2)/C1=N/O,8.458333,1
CHEMBL1084037,Cc1ccc(-c2nc(-c3c(C)[nH]c4ccccc34)[nH]c2-c2ccccc2)cc1,4,1
CHEMBL1084122,Cc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1,25,1
CHEMBL1084149,COc1ccccc1NC(=O)Nc1c(-c2ccc(F)cc2)nc2ccccc2c1O,6.25,1
CHEMBL1084230,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc([N+](=O)[O-])cc2)c(-c2ccccc2)[nH]1,8,1
CHEMBL1084231,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(F)cc2)c(-c2ccccc2)[nH]1,4,1
CHEMBL1084404,Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Br)cc2)c(O)c1O,50,0
CHEMBL1084419,COc1ccccc1Nc1nc2c(-c3ccc(F)cc3)nc3ccccc3c2o1,6.25,1
CHEMBL1084420,Fc1ccc(-c2nc3ccccc3c3oc(NCc4ccccc4)nc23)cc1,6.25,1
CHEMBL1084512,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc([N+](=O)[O-])cc1,1,1
CHEMBL1084568,Cc1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccccc2)cc1,2,1
CHEMBL1084627,Cc1c(N2CCC3=C(C2)/C(=N/O)CCS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.94,1
CHEMBL1084685,CCCCCNc1nc2c(-c3ccc(F)cc3)nc3ccccc3c2o1,50,0
CHEMBL1084686,Fc1ccc(-c2nc3ccccc3c3oc(Nc4cccc(Cl)c4)nc23)cc1,6.25,1
CHEMBL1084687,O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)cc2O)cc1,12.5,1
CHEMBL1084689,Cc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)cc2O)cc1,25,1
CHEMBL1084712,CO/N=C1\CCSC2=C1CN(c1cc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)CC2,1.25,1
CHEMBL1084758,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccc(OC)cc1,1.166667,1
CHEMBL1084803,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1nnc(C(F)(F)F)s1,18.666667,1
CHEMBL1084872,Cc1c(N2CCC3=C(C2)C(=O)C(C)CS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,4.068889,1
CHEMBL1084873,Cc1c(N2CCC3=C(C2)C(=O)CCS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.062222,1
CHEMBL1084916,O=C(CCc1ccc(O)cc1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,4000,0
CHEMBL1084917,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc(Cl)c1,1,1
CHEMBL1084924,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,2000,0
CHEMBL1084925,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)cc1[N+](=O)[O-],4,1
CHEMBL1084989,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)[nH]1,4,1
CHEMBL1084990,Cc1ccc(-c2nc(-c3c(C)[nH]c4ccccc34)[nH]c2-c2ccc(C)cc2)cc1,8,1
CHEMBL1084991,Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(Cl)cc2)c(-c2ccccc2)[nH]1,8,1
CHEMBL1085058,Brc1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccccc2)cc1,2,1
CHEMBL1085059,Brc1ccc2[nH]cc(-c3nc(-c4ccc(-c5ccccc5)cc4)c(-c4ccccc4)[nH]3)c2c1,4,1
CHEMBL1085087,CN(C)c1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccc(N(C)C)cc2)cc1,2,1
CHEMBL1085157,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc([N+](=O)[O-])c1,4,1
CHEMBL1085158,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc([N+](=O)[O-])cc1,2,1
CHEMBL1085164,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1cccc([N+](=O)[O-])c1,128,0
CHEMBL1085165,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc([N+](=O)[O-])cc1,64,0
CHEMBL1085166,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)cc1,8,1
CHEMBL1085167,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)c(Cl)c1,4,1
CHEMBL1085348,Clc1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccc(Cl)cc2)cc1,2,1
CHEMBL1085349,Cc1ccc(-c2nc(-c3c[nH]c4ccc(Br)cc34)[nH]c2-c2ccc(C)cc2)cc1,3,1
CHEMBL1085449,O=C(Nc1ccc(F)cc1)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,6.25,1
CHEMBL1085450,O=C(NCCc1ccccc1)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,50,0
CHEMBL1085451,Cc1cc(C)cc(NC(=O)Nc2c(-c3ccc(F)cc3)nc3ccccc3c2O)c1,50,0
CHEMBL1085453,Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Cl)cc2)cc1O,50,0
CHEMBL1085650,CC1CSC2=C(CN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)/C1=N/O,1,1
CHEMBL1085656,O=C1CCSC2=C1CN(c1cc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)CC2,1.142,1
CHEMBL1085657,CO/N=C1/C2=C(CCN(c3c(N)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3C)C2)SCC1C,7.126667,1
CHEMBL108571,Oc1nc2nonc2nc1-c1ccc(F)cc1,64,0
CHEMBL1085750,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)N[C@@H](C)c1ccccc1,9.333333,1
CHEMBL1085751,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)N[C@H](C)c1ccccc1,7.333333,1
CHEMBL1085876,O=C(O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/O)CCS4)c(F)cc2c1=O,1.398333,1
CHEMBL1085877,CC1CSC2=C(CN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)C1=O,4.068889,1
CHEMBL1085900,Cc1c(C(=O)NN/C=C(\NNC(=O)c2oc3ccccc3c2C)c2ccccc2)oc2ccccc12,500,0
CHEMBL1085914,Cc1cc(C)cc(Nc2nc3c(-c4ccc(F)cc4)nc4ccccc4c3o2)c1,12.5,1
CHEMBL1085915,Fc1ccc(Nc2nc3c(-c4ccc(F)cc4)nc4ccccc4c3o2)cc1,6.25,1
CHEMBL1085923,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Cl,4,1
CHEMBL1085924,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccccc1,4,1
CHEMBL1085925,Cc1cccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c1,16,1
CHEMBL1085926,Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1,16,1
CHEMBL1085990,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccccc1,4.333333,1
CHEMBL1086109,CO/N=C1/C2=C(CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C2)SCC1C,3.75,1
CHEMBL1086155,CC(=O)N(C)CCc1cc(Br)c(OCCCNc2ncn(C)c3ncnc2-3)c(Br)c1,250,0
CHEMBL1086168,Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Cl)cc2)c(O)c1,25,1
CHEMBL108620,Oc1nc2nonc2nc1-c1ccc2c(c1)OCO2,64,0
CHEMBL1086351,CC1CSC2=C(CN(c3cc4c(cc3N)c(=O)c(C(=O)O)cn4C3CC3)CC2)C1=O,7.615,1
CHEMBL1086391,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccccc1Cl,1,1
CHEMBL1086401,CCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,64,0
CHEMBL1086421,Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Br)cc2)c(O)c1,50,0
CHEMBL1086422,O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)cc2O)cc1,50,0
CHEMBL1086550,CO/N=C1\CCSC2=C1CN(c1c(N)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c1C)CC2,4.266667,1
CHEMBL1086551,Cc1c(N2CCC3=C(C2)/C(=N/O)C(C)CS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.723333,1
CHEMBL1086569,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCC2=C(C1)/C(=N/O)CCS2,6.645,1
CHEMBL1086570,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCC2=C(C1)C(=O)CCS2,8.438,1
CHEMBL1086571,O=C(O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)C(O)CCS4)c(F)cc2c1=O,1.221111,1
CHEMBL1086598,O=C(NCc1ccccc1)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,6.25,1
CHEMBL1086599,O=C(Nc1ccccc1)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,6.25,1
CHEMBL1086641,Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Br)cc2)c(O)c1O,25,1
CHEMBL1086642,Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Cl)cc2)c(O)c1O,50,0
CHEMBL1086702,CCOC(=O)c1cc(-c2sc(-c3cccnc3)nc2CO)n[nH]1,64,0
CHEMBL1086728,N#Cc1cccc(NC(=O)Nc2c(-c3cccc(F)c3)nc3ccccc3c2O)c1,6.25,1
CHEMBL1086729,CCCCCNC(=O)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,12.5,1
CHEMBL1086769,O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2O)cc1,25,1
CHEMBL1086770,Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2O)cc1,50,0
CHEMBL1086771,Cc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)cc2O)cc1,12.5,1
CHEMBL10868,C=C1C(=O)c2ccccc2OC1c1ccc(C)cc1,6.2,1
CHEMBL1086815,CC(C)c1csc(-c2nnc(S)n2/N=C/c2ccc(Br)cc2)n1,62.5,0
CHEMBL1086816,COc1cc(/C=N/n2c(S)nnc2-c2nc(C(C)C)cs2)cc(OC)c1OC,125,0
CHEMBL1086830,CCOC(=O)c1cc(-c2sc(-c3cccnc3)nc2C2CC2)n[nH]1,4000000,0
CHEMBL1086831,CCOC(=O)c1cc(-c2sc(-c3cccnc3)nc2-c2ccccc2)n[nH]1,1300000,0
CHEMBL1086854,CCN(CC)c1nc2c(S(=O)(=O)c3ccc(Cl)cc3)nnn2c2cc(OC)c(OC)cc12,0.214182,1
CHEMBL1086885,O=C1C=C[C@]2(C=C1Br)CCNC1=C2C2=NCCc3c[nH]c(c32)C1=O,100,0
CHEMBL1086886,O=C1C=C[C@@]23C[C@@H](NC4=C2C2=NCCc5c[nH]c(c52)C4=O)SC3=C1,25,1
CHEMBL1086929,CC(C)c1csc(-c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)n1,16,1
CHEMBL1086930,Cc1ccc(-c2nnc(-c3nc(C(C)C)cs3)o2)cc1,31.25,1
CHEMBL1086931,COc1ccc(-c2nnc(-c3nc(C(C)C)cs3)o2)cc1,31.25,1
CHEMBL1086940,CCOC(=O)c1cc(-c2sc(-c3ccccc3)nc2N2CCCCC2)n[nH]1,64,0
CHEMBL1086941,CCOC(=O)c1cc(-c2sc(-c3ccccc3)nc2N2CCOCC2)n[nH]1,64,0
CHEMBL1086990,Clc1ccccc1OCc1nnc2sc(-c3sc4ccccc4c3Cl)nn12,6,1
CHEMBL1087035,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C=C4N=C(N)O[C@@]45C[C@@H](Cl)CC[C@]5(C)[C@H]3CC[C@@]21C,64,0
CHEMBL1087042,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccccc1,128,0
CHEMBL1087043,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cccc(Cl)c1,128,0
CHEMBL1087048,CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=CC(=O)C(SCC(C)C)=CC1=O,50,0
CHEMBL1087076,CCOC(=O)c1cc(-c2sc(-c3cccnc3)nc2N2CCC(C)CC2)n[nH]1,64,0
CHEMBL1087077,CCOC(=O)c1cc(-c2sc(-c3cccnc3)nc2COC)n[nH]1,64,0
CHEMBL1087117,Cc1nc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)sc1C(=O)NNC(=S)NC(=O)c1ccccc1,100000,0
CHEMBL1087118,C=CCNC(=O)NNC(=O)c1sc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)nc1C,12500,0
CHEMBL1087123,CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1cc(Cl)ccc1Cl,12.5,1
CHEMBL1087157,COc1ccc(-c2nnc(-c3cnc4ccccc4c3)o2)c(F)c1,6,1
CHEMBL1087158,COc1ccc(-c2nnc(-c3cc(C)on3)o2)c(F)c1,12.5,1
CHEMBL1087159,COc1ccc(-c2nnc(-c3ccc([N+](=O)[O-])c(F)c3)o2)c(F)c1,6,1
CHEMBL1087161,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc2ccccc12,16,1
CHEMBL1087232,CCNC(=O)c1cc(-c2sc(-c3cccnc3)nc2-c2ccc(Cl)cc2)n[nH]1,8,1
CHEMBL1087271,COc1ccc(-c2nnc(-c3cccc(Br)c3C)o2)c(F)c1,6,1
CHEMBL1087272,COc1ccc(-c2nnc(-c3ccc(F)c(F)c3F)o2)c(F)c1,6,1
CHEMBL1087273,COc1ccc(-c2nnc(-c3ccccc3C(F)(F)F)o2)c(F)c1,6,1
CHEMBL1087295,COc1cccc2c1cc(C(=O)O)c1c(C(=O)O)cc3c(c12)OCO3,64,0
CHEMBL1087304,CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=CC(=O)C=C(Sc2ccccc2)C1=O,12.5,1
CHEMBL1087306,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)cc(F)c1)C2,16,1
CHEMBL1087307,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)c(F)c(F)c1)C2,16,1
CHEMBL1087372,COc1ccccc1NC(=O)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,6.25,1
CHEMBL1087376,COc1ccc2[nH]cc(-c3nc4ccccc4c4cc5ccccc5n34)c2c1,5,1
CHEMBL1087391,O=C(c1sc2ccccc2c1Cl)n1nc(-c2ccc([N+](=O)[O-])s2)cc1-c1ccccc1,3,1
CHEMBL1087392,O=C(c1sc2ccccc2c1Cl)n1nc(-c2ccc([N+](=O)[O-])s2)cc1-c1ccc(Cl)cc1,3,1
CHEMBL1087400,O=C(c1cc(-c2ccc(Cl)cc2)n(-c2ccc(F)cc2)n1)N1CCNCC1,100000,0
CHEMBL1087401,CCCCCC(=O)N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)CC1,12500,0
CHEMBL1087402,OC(/C(=N/Nc1nc(-c2ccc(Br)cc2)cs1)c1ccccc1)c1ccccc1,12.5,1
CHEMBL1087405,C=C1C[C@@H]2OC(=O)C(=C)[C@H]2[C@@H](O)/C=C(\C)CCC1=O,1.25,1
CHEMBL1087406,C=C1C(=O)O[C@H]2/C=C(\C)[C@@H](O)CC/C(C)=C/[C@@H](O)[C@H]12,25.3125,1
CHEMBL1087434,CCCCCCCCCC(=O)O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,8,1
CHEMBL1087502,Cc1ccc2[nH]cc(-c3nc4ccccc4c4cc5ccccc5n34)c2c1,5,1
CHEMBL1087503,c1ccc2c(c1)cc1c3ccccc3nc(-c3csc4ccccc34)n21,2.25,1
CHEMBL1087504,CSc1ccc(NC(=O)Nc2c(-c3cccc(F)c3)nc3ccccc3c2O)cc1,50,0
CHEMBL1087542,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,46.5,0
CHEMBL1087559,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1c(C)cccc1C,125,0
CHEMBL1087560,COc1ccccc1NS(=O)(=O)c1cc2c(CN=[N+]=[N-])cc(=O)oc2cc1C,31.25,1
CHEMBL1087561,COc1cccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c1,16,1
CHEMBL1087586,O=C(O)c1cn(C2CC2)c2nc(N3CCC(n4cc(-c5ccccc5)nn4)CC3)c(F)cc2c1=O,0.5,1
CHEMBL1087602,CC(=O)N1N=C(c2nc(C(C)C)cs2)OC1(C)C,62.5,0
CHEMBL1087603,CC(=O)N1N=C(c2nc(C(C)C)cs2)OC1(C)c1ccccc1,31.25,1
CHEMBL1087632,Clc1ccccc1OCc1nnc(-c2sc3ccccc3c2Cl)o1,6,1
CHEMBL1087633,Clc1ccc(OCc2nnc(-c3sc4ccccc4c3Cl)o2)c(Cl)c1,6,1
CHEMBL1087634,CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1ccccc1,6,1
CHEMBL1087635,CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1ccc(C)cc1[N+](=O)[O-],6,1
CHEMBL108766,CCCCCCCCCCCC(=O)O,350,0
CHEMBL1087667,C#CCCN1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)CC1,12500,0
CHEMBL1087725,O=C(O)c1cn(C2CC2)c2nc(N3CCC(n4cc(/C=N/O)nn4)CC3)c(F)cc2c1=O,1,1
CHEMBL1087786,Fc1ccc(-n2nc(-c3nc(-c4ccc(Cl)cc4)cs3)cc2-c2ccc(Cl)cc2)cc1,100000,0
CHEMBL1087787,CCOC(=O)c1sc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)nc1CC,12500,0
CHEMBL1087788,N#Cc1ccc(-c2csc(-c3cc(-c4ccc(Cl)cc4)n(-c4ccc(F)cc4)n3)n2)cc1,12500,0
CHEMBL1087792,Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c([N+](=O)[O-])c1,16,1
CHEMBL1087793,Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc2c(CN=[N+]=[N-])cc(=O)oc2cc1C,16,1
CHEMBL1087799,CCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,1,1
CHEMBL1087800,CCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,1,1
CHEMBL1087809,COc1cc(CO[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)cc(OC)c1OC,32,1
CHEMBL1087833,O=C(O)c1cn(C2CC2)c2nc(N3CCC(n4cc(CO)nn4)CC3)c(F)cc2c1=O,0.125,1
CHEMBL1087865,CCNC(=O)c1cc(-c2sc(-c3cccnc3)nc2-c2ccccc2)n[nH]1,8,1
