ID,SMILES,act_mean,Type
CHEMBL2382382,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5OC)C4)C[C@@H]3C(=O)O)c2c1,24.625,1
CHEMBL2382383,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(C#N)ccc5F)C4)C[C@@H]3C(=O)O)c2c1,24.666667,1
CHEMBL2382384,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccccc5SC)C4)C[C@@H]3C(=O)O)c2c1,22.083333,1
CHEMBL2382385,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cccc(SC)c5)C4)C[C@@H]3C(=O)O)c2c1,24.666667,1
CHEMBL2382386,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(SC)ccc5F)C4)C[C@@H]3C(=O)O)c2c1,22.083333,1
CHEMBL2382387,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C/C=C/c4ccccc4)C[C@@H]3C(=O)O)c2c1,0.75,1
CHEMBL2382388,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ncc(C)o5)C4)C[C@@H]3C(=O)O)c2c1,5,1
CHEMBL238294,COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1,23500,0
CHEMBL238395,CCCCCCCCCCCCCC[C@@H]1N[C@@H](CO)[C@@H]1O,8.35,1
CHEMBL238423,Cc1ccc2oc(=O)n(Cc3n[nH]c(=S)n3-c3ccccc3)c2c1,256,0
CHEMBL238424,CNc1nnc(Cn2c(=O)oc3ccc(C)cc32)s1,512,0
CHEMBL2385262,NCCCOc1cc(OCCCN)cc(-c2cc(-c3ccccc3)cc(-c3cc(OCCCN)cc(OCCCN)c3)c2)c1,12.5,1
CHEMBL2385680,CCCOc1ccc(-c2cc(OCCN(C(C)C)C(C)C)c3ccccc3n2)cc1,100,0
CHEMBL2385681,CCCOc1ccc(-c2cc(OCCCN(C)C)c3ccccc3n2)cc1,25,1
CHEMBL2385684,CCCOc1ccc(-c2cc(OCCN3CCCCCC3)c3ccccc3n2)cc1,50,0
CHEMBL2385688,CCCOc1ccc(-c2cc(OCCN3CCNCC3)c3ccccc3n2)cc1,37.5,0
CHEMBL2385786,COc1ccc(/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,12.5,1
CHEMBL2385787,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccc([N+](=O)[O-])cc1,25,1
CHEMBL2385789,Cc1ccc(/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,12.5,1
CHEMBL2385790,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccc(N(C)C)cc1,25,1
CHEMBL2385791,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cccc(F)c1,25,1
CHEMBL2385793,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cccc(Cl)c1,50,0
CHEMBL2385794,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cccc([N+](=O)[O-])c1,50,0
CHEMBL2385795,COc1cccc(/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)c1,25,1
CHEMBL2385796,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccccc1Cl,50,0
CHEMBL2385798,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccccc1[N+](=O)[O-],12.5,1
CHEMBL2385800,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccc(F)cc1F,25,1
CHEMBL2385801,COc1ccc(/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1OC,12.5,1
CHEMBL2385802,Cc1cc(/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc(C)c1C,3.13,1
CHEMBL2385804,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccc(Br)cc1,25,1
CHEMBL2386012,Cc1cc(C)n2nc(SCc3nnc(SCc4ccc(F)c(F)c4)s3)nc2n1,50,0
CHEMBL2386013,Cc1cc(C)n2nc(SCc3nnc(SCc4ccc(F)cc4F)s3)nc2n1,25,1
CHEMBL2386021,Cc1cc(C)n2nc(SCc3nnc(SCc4cccc([N+](=O)[O-])c4)s3)nc2n1,25,1
CHEMBL2386022,C=Cc1ccc(CSc2nnc(CSc3nc4nc(C)cc(C)n4n3)s2)cc1,12.5,1
CHEMBL2386023,Cc1ccc(CSc2nnc(CSc3nc4nc(C)cc(C)n4n3)s2)c([N+](=O)[O-])c1,25,1
CHEMBL2386042,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2cccc(Br)c2)cc1,6.25,1
CHEMBL2386044,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2cccc(F)c2)cc1,50,0
CHEMBL2386054,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)cc1,3.12,1
CHEMBL2386055,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2ccc(C(=O)NCC(=O)O)cc2)cc1,50,0
CHEMBL2386056,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2ccc(NC(=S)Nc3ccc(C(=O)NCC(=O)O)cc3)cc2)cc1,50,0
CHEMBL2386058,Nc1n[nH]c(NC(=S)Nc2ccc(C(=O)NCC(=O)O)cc2)c1/N=N/c1ccc(Cl)cc1,6.25,1
CHEMBL2386061,O=C(O)CNC(=O)c1ccc(NC(=S)NNS(=O)(=O)c2ccccc2)cc1,6.25,1
CHEMBL238608,CN1CCC(c2ccc(O)c(C(=O)/C=C/c3ccccc3Cl)c2)CC1,8.89675,1
CHEMBL2386251,NC(=O)c1sc2nc[nH]c(=O)c2c1-c1ccc(Cl)cc1,200,0
CHEMBL2386252,N#Cc1sc2nc[nH]c(=O)c2c1-c1ccc(Cl)cc1,200,0
CHEMBL2386253,N#Cc1sc2ncnc(Cl)c2c1-c1ccc(Cl)cc1,100,0
CHEMBL2386254,CCN(CC)c1ncnc2sc(C#N)c(-c3ccc(Cl)cc3)c12,200,0
CHEMBL2386255,N#Cc1sc2ncnc(N3CCCCC3)c2c1-c1ccc(Cl)cc1,125,0
CHEMBL2386256,N#Cc1sc2ncnc(N3CCOCC3)c2c1-c1ccc(Cl)cc1,250,0
CHEMBL2386257,N#Cc1sc2ncnc(N3CCNCC3)c2c1-c1ccc(Cl)cc1,62.5,0
CHEMBL2386258,CCOC(=O)N1CCN(c2ncnc3sc(C#N)c(-c4ccc(Cl)cc4)c23)CC1,250,0
CHEMBL2386259,N#Cc1sc2ncnc(N3CCN(c4cccc(Cl)c4Cl)CC3)c2c1-c1ccc(Cl)cc1,250,0
CHEMBL2386260,N#Cc1sc2ncnc(N3CCN(c4nsc5ccccc45)CC3)c2c1-c1ccc(Cl)cc1,200,0
CHEMBL2386261,N#Cc1sc2ncnc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)c2c1-c1ccc(Cl)cc1,100,0
CHEMBL2386262,N#Cc1sc2ncnc(NCc3ccccc3)c2c1-c1ccc(Cl)cc1,100,0
CHEMBL2386263,N#Cc1sc2ncnc(Nc3ccccc3Cl)c2c1-c1ccc(Cl)cc1,200,0
CHEMBL2386264,N#Cc1sc2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccc(Cl)cc1,200,0
CHEMBL2386265,Cc1ccccc1Nc1ncnc2sc(C#N)c(-c3ccc(Cl)cc3)c12,250,0
CHEMBL2386266,Cc1cccc(Nc2ncnc3sc(C#N)c(-c4ccc(Cl)cc4)c23)c1,250,0
CHEMBL2386267,Nc1nc2ccc(OCCCc3ccccc3)cc2s1,512,0
CHEMBL2386268,Nc1nc2ccc(OCCCCc3ccccc3)cc2s1,512,0
CHEMBL2386269,Nc1nc2ccc(COc3ccccc3)cc2s1,256,0
CHEMBL2386270,Nc1nc2ccc(OCc3ccc(Cl)cc3)cc2s1,256,0
CHEMBL2386271,Nc1nc2ccc(Oc3ccc(Cl)cc3)cc2s1,512,0
CHEMBL2386442,Cc1c(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)[n+]([O-])cn1Cc1ccccc1,10.142857,1
CHEMBL2386443,Cc1c(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)[n+]([O-])cn1C,89.285714,0
CHEMBL2386444,Cc1c(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)[n+]([O-])cn1C1CCCCC1,22.928571,1
CHEMBL2387584,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2ccccc2Oc2ccccc2)SC1=S,2.34,1
CHEMBL2387585,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccccc3)c2)SC1=S,23.078,1
CHEMBL2387586,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2ccc(Oc3ccccc3)cc2)SC1=S,4.225,1
CHEMBL2387638,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3cccc(Cl)c3)c2)SC1=S,13.826683,1
CHEMBL2387639,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3cccc(F)c3)c2)SC1=S,21.86,1
CHEMBL2387640,COc1ccc(Oc2cccc(/C=C3\SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)c2)cc1,9.36,1
CHEMBL2387641,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)cc3)c2)SC1=S,10.92,1
CHEMBL2387642,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(F)cc3)c2)SC1=S,7.8,1
CHEMBL2387643,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)c(Cl)c3)c2)SC1=S,2.230375,1
CHEMBL2387644,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Cc3ccccc3)c2)SC1=S,4.189958,1
CHEMBL2387645,O=C(c1ccccc1)c1cccc(/C=C2\SC(=S)N([C@@H](Cc3ccccc3)C(=O)O)C2=O)c1,8.4965,1
CHEMBL2387646,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(-c3ccccc3)c2)SC1=S,2.508211,1
CHEMBL2387647,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(OCc3ccccc3)c2)SC1=S,3.927107,1
CHEMBL2387648,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(OC/C=C\c3ccccc3)c2)SC1=S,5.0163,1
CHEMBL2387649,O=C(O)[C@@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccccc3)c2)SC1=S,3.25,1
CHEMBL2387650,O=C(O)[C@@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3cccc(Cl)c3)c2)SC1=S,2.438333,1
CHEMBL2387651,O=C(O)[C@@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)cc3)c2)SC1=S,2.6,1
CHEMBL2387652,O=C(O)[C@@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(F)cc3)c2)SC1=S,2.870304,1
CHEMBL2387653,O=C(O)[C@@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)c(Cl)c3)c2)SC1=S,4.875,1
CHEMBL2387763,COc1cc(/C=C/C(O)=C/C(/C=C/c2ccc(O)c(OC)c2)=N/c2ccc(S(N)(=O)=O)cc2)ccc1O,20.9032,1
CHEMBL2387765,COc1cc(/C=C/C(O)=C/C(/C=C/c2ccc(O)c(OC)c2)=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,11.9934,1
CHEMBL238800,Cc1ccc2nc(Nc3nc(O)c4ccccc4n3)nc(C)c2c1,32,1
CHEMBL238840,COc1cc(OC)c(C2CCN(C)CC2)cc1C(=O)/C=C/c1ccc(C(F)(F)F)cc1,21.6735,1
CHEMBL238841,COc1cc(OC)c(C2CCN(C)CC2)c(O)c1C(=O)/C=C/c1ccccc1Cl,20.796,1
CHEMBL238842,COc1cc(OC)c(C2CCN(C)CC2)c(O)c1C(=O)/C=C/c1ccc(Cl)cc1,10.398,1
CHEMBL238860,Cc1ccc2oc(=O)n(CC(=O)N/N=C/c3ccccc3)c2c1,256,0
CHEMBL238862,Cc1ccc(/C=N/NC(=O)Cn2c(=O)oc3ccc(C)cc32)cc1,512,0
CHEMBL238985,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(C)c4ccc([N+](=O)[O-])o4)CC3)c(F)c2)C(=O)O1,1,1
CHEMBL238986,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(C)c4ccc([N+](=O)[O-])s4)CC3)c(F)c2)C(=O)O1,0.5,1
CHEMBL238987,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)c4ccc([N+](=O)[O-])o4)CC3)c(F)c2)C(=O)O1,0.75,1
CHEMBL2390959,Fc1ccccc1NCc1nc2ccccc2[nH]1,24,1
CHEMBL2391223,Fc1ccc(CN(Cc2nc3ccccc3[nH]2)c2ccc(Cl)cc2Cl)c(F)c1,64,0
CHEMBL2391224,Fc1ccc(CN(Cc2nc3ccccc3[nH]2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(F)c1,20,1
CHEMBL2391225,FC(F)(F)c1cc(N(Cc2nc3ccccc3[nH]2)Cc2ccc(Cl)cc2Cl)cc(C(F)(F)F)c1,64,0
CHEMBL2391228,Cc1cc(=O)oc2cc(OCCCCCCN(Cc3nc4ccccc4[nH]3)c3ccc(F)cc3)ccc12,80,0
CHEMBL2391229,CC(=O)c1cc2ccc(OCc3ccc(CN(Cc4nc5ccccc5[nH]4)c4ccc(C)cc4)cc3)cc2oc1=O,96,0
CHEMBL2391230,Fc1ccccc1N(CCCCn1c2ccccc2c2ccccc21)Cc1nc2ccccc2[nH]1,96,0
CHEMBL2391231,FC(F)(F)c1cccc(NCc2nc3ccccc3[nH]2)c1,16,1
CHEMBL2391232,Fc1ccc(NCc2nc3ccccc3[nH]2)cc1,48,0
CHEMBL2391233,Clc1ccc(NCc2nc3ccccc3[nH]2)cc1,48,0
CHEMBL2391234,Ic1ccc(NCc2nc3ccccc3[nH]2)cc1,96,0
CHEMBL2391235,Cc1ccc(NCc2nc3ccccc3[nH]2)cc1,80,0
CHEMBL2391236,Fc1ccc(NCc2nc3ccccc3[nH]2)c(F)c1,40,0
CHEMBL2391237,Clc1ccc(NCc2nc3ccccc3[nH]2)c(Cl)c1,64,0
CHEMBL2391238,FC(F)(F)c1cc(NCc2nc3ccccc3[nH]2)cc(C(F)(F)F)c1,9,1
CHEMBL2391239,CCCN(Cc1nc2ccccc2[nH]1)c1ccc(C)cc1,192,0
CHEMBL2391302,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CCl)CC3)c(F)c2)C(=O)O1,1,1
CHEMBL2391303,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)C(Cl)Cl)CC3)c(F)c2)C(=O)O1,1,1
CHEMBL2391307,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(N3CCOC3=O)nc2)c(F)c1,0.125,1
CHEMBL2391383,CCCCCCN(Cc1nc2ccccc2[nH]1)c1ccc(C)cc1,128,0
CHEMBL2391384,CCCCCCCCN(Cc1nc2ccccc2[nH]1)c1ccc(C)cc1,80,0
CHEMBL2391385,CCCCCCCCCCN(Cc1nc2ccccc2[nH]1)c1ccc(C)cc1,96,0
CHEMBL2391386,CCCCCCCCCCCCN(Cc1nc2ccccc2[nH]1)c1ccc(C)cc1,96,0
CHEMBL2391387,CCCCCCCCCCCCCCCCCCN(Cc1nc2ccccc2[nH]1)c1ccc(C)cc1,128,0
CHEMBL2391388,Fc1ccccc1N(Cc1ccc(Cl)c(Cl)c1)Cc1nc2ccccc2[nH]1,96,0
CHEMBL2391389,FC(F)(F)c1cccc(N(Cc2nc3ccccc3[nH]2)Cc2ccc(Cl)cc2Cl)c1,32,1
CHEMBL2391390,Fc1ccc(N(Cc2nc3ccccc3[nH]2)Cc2ccc(Cl)cc2Cl)cc1,48,0
CHEMBL2391391,Cc1ccc(N(Cc2nc3ccccc3[nH]2)Cc2ccccc2Cl)cc1,96,0
CHEMBL2391392,Cc1ccc(N(Cc2cccc(Cl)c2)Cc2nc3ccccc3[nH]2)cc1,80,0
CHEMBL2391393,Cc1ccc(N(Cc2ccc(Cl)cc2)Cc2nc3ccccc3[nH]2)cc1,48,0
CHEMBL2391394,Cc1ccc(N(Cc2ccc([N+](=O)[O-])cc2)Cc2nc3ccccc3[nH]2)cc1,144,0
CHEMBL2391395,Cc1ccc(N(Cc2nc3ccccc3[nH]2)Cc2ccc(F)cc2F)cc1,16,1
CHEMBL2391396,Cc1ccc(N(Cc2nc3ccccc3[nH]2)Cc2ccc(Cl)cc2Cl)cc1,64,0
CHEMBL2391397,Cc1ccc(N(Cc2ccc(Cl)c(Cl)c2)Cc2nc3ccccc3[nH]2)cc1,48,0
CHEMBL2391398,Fc1ccc(N(Cc2nc3ccccc3[nH]2)Cc2ccc(Cl)cc2Cl)c(F)c1,96,0
CHEMBL239201,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc([N+](=O)[O-])o4)CC3)c(F)c2)C(=O)O1,13.333333,1
CHEMBL239202,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc(C#N)s4)CC3)c(F)c2)C(=O)O1,2.666667,1
CHEMBL239211,C[C@@H](O)c1cc2c(o1)C(=O)c1cccc(O)c1C2=O,3.13,1
CHEMBL2392502,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccccc1,625,0
CHEMBL2392503,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(Cl)cc1,625,0
CHEMBL2392504,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(F)cc1,1250,0
CHEMBL2392505,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(C#N)cc1,156,0
CHEMBL2392506,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc([N+](=O)[O-])cc1,1250,0
CHEMBL2392507,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(Br)cc1,156,0
CHEMBL2392508,CCC12C=CC(O1)C(C(=O)c1ccc(Br)cc1)C2c1ccccc1,1250,0
CHEMBL2392509,CCC12C=CC(O1)C(C(=O)c1cccc(Br)c1)C2c1ccccc1,625,0
CHEMBL2392510,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1cccc(OC)c1,625,0
CHEMBL2392511,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccccc1Cl,1250,0
CHEMBL2392512,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccccc1Br,1250,0
CHEMBL2392513,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccccc1F,1250,0
CHEMBL2392514,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1cccc(F)c1,625,0
CHEMBL2392515,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(OC)cc1,1250,0
CHEMBL2392516,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1cccc(Br)c1,31,1
CHEMBL2392526,O=c1cc(CCl)oc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1O,48,0
CHEMBL2392527,O=c1cc(CCl)oc(CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1O,40,0
CHEMBL2392528,O=c1cc(CCl)oc(CN2CCN(c3ccccc3F)CC2)c1O,40,0
CHEMBL2392529,O=c1cc(CCl)oc(CN2CCN(c3ccc(F)cc3)CC2)c1O,40,0
CHEMBL239269,COc1cc(OC)c(C2CCN(C)CC2)c(O)c1C(=O)/C=C/c1ccc(C)cc1,2.471875,1
CHEMBL2392721,Cc1csc(NC(=O)NC23CC4CC(CC(C4)C2)C3)n1,75,0
CHEMBL2392722,Cc1cnc(NC(=O)NC23CC4CC(CC(C4)C2)C3)s1,200,0
CHEMBL2392727,O=C(Nc1nnc(C2CCC2)o1)NC12CC3CC(CC(C3)C1)C2,50,0
CHEMBL2392729,CCn1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)n1,200,0
CHEMBL2392733,O=C(Nc1ncco1)NC1C2CC3CC(C2)CC1C3,200,0
CHEMBL2392734,CC(C)(C)c1cc(NC(=O)NC2C3CC4CC(C3)CC2C4)no1,200,0
CHEMBL2392736,Cc1csc(NC(=O)NC2C3CC4CC(C3)CC2C4)n1,150,0
CHEMBL2392738,O=C(Nc1nnc(C2CC2)o1)NC1C2CC3CC(C2)CC1C3,200,0
CHEMBL2392740,CCn1nc(NC(=O)NC2C3CC4CC(C3)CC2C4)cc1C,100,0
CHEMBL2392741,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1)NC12CC3CC(CC(C3)C1)C2,37.5,0
CHEMBL2392742,COc1ccc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)nn1,150,0
CHEMBL2392743,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)no1,50,0
CHEMBL2392751,O=C(Nc1ccncn1)NC12CC3CC(CC(C3)C1)C2,100,0
CHEMBL2392756,Cc1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)no1,200,0
CHEMBL2392757,CC(C)(C)c1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)no1,150,0
CHEMBL2392758,Cc1onc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1Br,125,0
CHEMBL2392760,Cc1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)on1,200,0
CHEMBL2392761,O=C(Nc1cc(C(F)(F)F)no1)NC12CC3CC(CC(C3)C1)C2,200,0
CHEMBL2393051,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@]4(O)/C(C=O)=C\C[C@@H]23)O1,12.5,1
CHEMBL2393076,COC(=O)C1=C(C(=O)OC)N(c2ccc(O)cc2)CN(c2ccc(O)cc2)C1,90,0
CHEMBL2393077,COC(=O)C1=C(C(=O)OC)N(c2cccc([N+](=O)[O-])c2)CN(c2cccc([N+](=O)[O-])c2)C1,80,0
CHEMBL2393078,COC(=O)C1=C(C(=O)OC)N(c2ccccn2)CN(c2ccccn2)C1,80,0
CHEMBL2393079,COC(=O)C1=C(C(=O)OC)N(c2nc3ccc(OC)cc3s2)CN(c2nc3ccc(OC)cc3s2)C1,100,0
CHEMBL2393080,CCOC(=O)C1=C(C(=O)OCC)N(c2nc3ccc(OC)cc3s2)CN(c2nc3ccc(OC)cc3s2)C1,100,0
CHEMBL2393081,COC(=O)C1=C(C(=O)OC)N(c2ccccc2)CN(c2ccccc2)C1,90,0
CHEMBL2393082,COC(=O)C1=C(C(=O)OC)N(c2ccc(Cl)cc2)CN(c2ccc(Cl)cc2)C1,100,0
CHEMBL2393083,CCOC(=O)C1=C(C(=O)OCC)N(c2ccccc2)CN(c2ccccc2)C1,60,0
CHEMBL2393084,CCOC(=O)C1=C(C(=O)OCC)N(c2ccc(Cl)cc2)CN(c2ccc(Cl)cc2)C1,80,0
CHEMBL2393085,CCOC(=O)C1=C(C(=O)OCC)N(c2ccc(O)cc2)CN(c2ccc(O)cc2)C1,100,0
CHEMBL2393086,CCOC(=O)C1=C(C(=O)OCC)N(c2cccc([N+](=O)[O-])c2)CN(c2cccc([N+](=O)[O-])c2)C1,100,0
CHEMBL2393087,CCOC(=O)C1=C(C(=O)OCC)N(c2ccccn2)CN(c2ccccn2)C1,100,0
CHEMBL2393342,CSc1c(C#N)c(N)nc2c(C#N)c(N3CCCCC3)nn12,16000,0
CHEMBL2393343,Cc1cc(C)n2nc(N3CCCCC3)c(C#N)c2n1,16000,0
CHEMBL2393344,Cc1cc(O)n2nc(N3CCOCC3)c(C#N)c2n1,16000,0
CHEMBL2393345,CC(=O)c1nnc2c(C#N)c(N3CCCCC3)nn2c1C,16000,0
CHEMBL2393346,N#Cc1nnc2c(C#N)c(N3CCCCC3)nn2c1N,16000,0
CHEMBL2393347,Cc1ccc(C)n1-c1[nH]nc(N2CCOCC2)c1C#N,2000,0
CHEMBL2393348,Cc1ccc(C)n1-c1[nH]nc(N2CCCCC2)c1C#N,8000,0
CHEMBL2393349,Cc1ccc(C)n1-c1[nH]nc(N2CCCC2)c1C#N,8000,0
CHEMBL2393350,CC(=O)n1nc(N2CCCCC2)c(C#N)c1N,16000,0
CHEMBL2393351,CC(=O)n1nc(N2CCCC2)c(C#N)c1N,16000,0
CHEMBL2393367,N#Cc1c(N2CCOCC2)n[nH]c1N,16000,0
CHEMBL2393368,N#Cc1c(N2CCCCC2)n[nH]c1N,16000,0
CHEMBL2393369,N#Cc1c(N2CCCC2)n[nH]c1N,16000,0
CHEMBL2393497,O=C(COc1cc(=O)oc2ccccc12)N1CCN(c2ccccc2)CC1,41.55,0
CHEMBL239350,C[C@]1(O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3OC(=O)c3ccc(O)cc3)[C@@H]21,50,0
CHEMBL2393500,O=C(COc1cc(=O)oc2ccccc12)N1CCN(c2ccc(F)cc2)CC1,29.1,1
CHEMBL239411,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc([N+](=O)[O-])s4)CC3)cc2)C(=O)O1,1.333333,1
CHEMBL239476,COc1ccccc1/C=C/C(=O)c1c(OC)cc(OC)c(C2CCN(C)CC2)c1O,20.575,1
CHEMBL239559,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,25,1
CHEMBL2396656,Oc1ccc2[nH]c(-c3ccccc3)nc2c1,0.327974,1
CHEMBL2396685,COc1ccc(-c2nc3cc(O)ccc3[nH]2)c(OC)c1,0.105413,1
CHEMBL2396688,COc1ccc2[nH]c(-c3cccc(O)c3)nc2c1,24.026,1
CHEMBL2396689,COc1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,24.026,1
CHEMBL2396690,COc1ccc(-c2nc3cc(OC)ccc3[nH]2)cc1,6.35725,1
CHEMBL2396691,COc1ccc2[nH]c(-c3ccc(O)cc3O)nc2c1,12.813,1
CHEMBL2396692,COc1ccc2[nH]c(-c3ccc(O)c(OC)c3)nc2c1,27.029,1
CHEMBL2396693,COc1ccc2[nH]c(-c3ccc(OC)c(OC)c3)nc2c1,14.2155,1
CHEMBL2396695,COc1ccc(-c2nc3cc(OC)ccc3[nH]2)c(OC)c1,1.776938,1
CHEMBL2396696,COc1ccc(OC)c(-c2nc3cc(OC)ccc3[nH]2)c1,1.776938,1
CHEMBL2396697,Oc1ccc2[nH]c(-c3ccccc3O)nc2c1,0.352934,1
CHEMBL2396698,Oc1cccc(-c2nc3cc(O)ccc3[nH]2)c1,0.352934,1
CHEMBL2396699,Oc1ccc(-c2nc3cc(O)ccc3[nH]2)cc1,0.352934,1
CHEMBL2396701,Oc1cc(O)cc(-c2nc3cc(O)ccc3[nH]2)c1,0.188939,1
CHEMBL239689,COc1cc(OC)c(C2CCN(C)CC2)c(O)c1C(=O)/C=C/c1cccc(Cl)c1,2.5995,1
CHEMBL2397048,O=C1O[C@@H](Cn2ccnn2)[C@@H]2COc3cc(-c4ccc(Cn5ccnn5)nc4)ccc3N12,1.5,1
